Date,Adj Close
2017-01-03,41.94013595581055
2017-01-04,42.10955047607422
2017-01-05,41.65776824951172
2017-01-06,41.60129928588867
2017-01-09,41.98719024658203
2017-01-10,42.297794342041016
2017-01-11,42.19426345825195
2017-01-12,41.60129928588867
2017-01-13,41.85541915893555
2017-01-17,41.13069534301758
2017-01-18,41.17776107788086
2017-01-19,40.35890197753906
2017-01-20,40.42478942871094
2017-01-23,40.34006881713867
2017-01-24,41.17776107788086
2017-01-25,41.921302795410156
2017-01-26,41.347171783447266
2017-01-27,41.30952072143555
2017-01-30,40.84833526611328
2017-01-31,40.96127700805664
2017-02-01,41.09304428100586
2017-02-02,41.06480407714844
2017-02-03,40.86715316772461
2017-02-06,40.63185501098633
2017-02-07,40.716556549072266
2017-02-08,40.095359802246094
2017-02-09,40.914215087890625
2017-02-10,41.31893539428711
2017-02-13,41.1683349609375
2017-02-14,41.17776107788086
2017-02-15,42.090721130371094
2017-02-16,42.03425216674805
2017-02-17,41.57305908203125
2017-02-21,42.222496032714844
2017-02-22,41.63895034790039
2017-02-23,40.82950973510742
2017-02-24,40.60361099243164
2017-02-27,41.32835006713867
2017-02-28,40.622440338134766
2017-03-01,41.44129180908203
2017-03-02,40.54715347290039
2017-03-03,40.03889465332031
2017-03-06,39.9918327331543
2017-03-07,39.63417434692383
2017-03-08,39.5400505065918
2017-03-09,39.60594177246094
2017-03-10,39.897705078125
2017-03-13,39.9918327331543
2017-03-14,39.68124008178711
2017-03-15,40.321250915527344
2017-03-16,40.60361099243164
2017-03-17,40.8859748840332
2017-03-20,40.471839904785156
2017-03-21,39.549468994140625
2017-03-22,39.464759826660156
2017-03-23,39.68124008178711
2017-03-24,39.47416687011719
2017-03-27,39.144744873046875
2017-03-28,39.10710525512695
2017-03-29,39.80359649658203
2017-03-30,40.34006881713867
2017-03-31,40.55656433105469
2017-04-03,39.39887237548828
2017-04-04,39.74863052368164
2017-04-05,39.058570861816406
2017-04-06,39.105838775634766
2017-04-07,38.98295974731445
2017-04-10,39.22872543334961
2017-04-11,39.654090881347656
2017-04-12,39.00186538696289
2017-04-13,38.585941314697266
2017-04-17,39.18146514892578
2017-04-18,38.82225799560547
2017-04-19,39.266536712646484
2017-04-20,39.51231002807617
2017-04-21,39.43667984008789
2017-04-24,39.94712829589844
2017-04-25,40.315792083740234
2017-04-26,40.65608596801758
2017-04-27,40.722259521484375
2017-04-28,39.42722702026367
2017-05-01,39.04913330078125
2017-05-02,39.42722702026367
2017-05-03,39.88095474243164
2017-05-04,40.01329040527344
2017-05-05,39.35161209106445
2017-05-08,39.1720085144043
2017-05-09,39.67299270629883
2017-05-10,39.266536712646484
2017-05-11,39.04913330078125
2017-05-12,39.02076721191406
2017-05-15,39.247623443603516
2017-05-16,39.03968048095703
2017-05-17,38.548133850097656
2017-05-18,38.4346923828125
2017-05-19,38.585941314697266
2017-05-22,38.34017562866211
2017-05-23,38.76554489135742
2017-05-24,38.63319778442383
2017-05-25,38.396888732910156
2017-05-26,38.12276077270508
2017-05-30,38.05659103393555
2017-05-31,37.9809684753418
2017-06-01,38.63319778442383
2017-06-02,39.02076721191406
2017-06-05,39.04913330078125
2017-06-06,38.774993896484375
2017-06-07,38.71828079223633
2017-06-08,39.23817825317383
2017-06-09,39.7958869934082
2017-06-12,40.14563751220703
2017-06-13,40.5521125793457
2017-06-14,41.346134185791016
2017-06-15,41.23269271850586
2017-06-16,41.317779541015625
2017-06-19,41.30832290649414
2017-06-20,41.714786529541016
2017-06-21,40.98693084716797
2017-06-22,41.119266510009766
2017-06-23,41.07200622558594
2017-06-26,41.10982131958008
2017-06-27,40.84514236450195
2017-06-28,41.317779541015625
2017-06-29,41.15707778930664
2017-06-30,41.317779541015625
2017-07-03,41.621726989746094
2017-07-05,41.241790771484375
2017-07-06,40.67188262939453
2017-07-07,41.137306213378906
2017-07-10,40.80485534667969
2017-07-11,40.890342712402344
2017-07-12,41.22278594970703
2017-07-13,41.28927993774414
2017-07-14,41.365272521972656
2017-07-17,41.54573440551758
2017-07-18,41.30828094482422
2017-07-19,41.71670150756836
2017-07-20,41.6787109375
2017-07-21,42.267601013183594
2017-07-24,41.59322738647461
2017-07-25,41.90666580200195
2017-07-26,41.6787109375
2017-07-27,41.65021896362305
2017-07-28,41.526737213134766
2017-07-31,42.068145751953125
2017-08-01,42.17262268066406
2017-08-02,42.144126892089844
2017-08-03,42.09663391113281
2017-08-04,42.666534423828125
2017-08-07,42.277103424072266
2017-08-08,42.286598205566406
2017-08-09,41.98265838623047
2017-08-10,41.66920852661133
2017-08-11,41.4222526550293
2017-08-14,41.69770812988281
2017-08-15,41.17530059814453
2017-08-16,40.81436538696289
2017-08-17,40.32044982910156
2017-08-18,39.93101119995117
2017-08-21,39.90251541137695
2017-08-22,40.38693618774414
2017-08-23,40.073482513427734
2017-08-24,40.28245162963867
2017-08-25,40.76687240600586
2017-08-28,40.90933609008789
2017-08-29,40.74787902832031
2017-08-30,41.194297790527344
2017-08-31,41.58373260498047
2017-09-01,41.74519348144531
2017-09-05,42.17262268066406
2017-09-06,42.51456069946289
2017-09-07,42.99897384643555
2017-09-08,43.79684066772461
2017-09-11,43.88232421875
2017-09-12,43.872825622558594
2017-09-13,43.844337463378906
2017-09-14,44.157779693603516
2017-09-15,44.594696044921875
2017-09-18,44.66118621826172
2017-09-19,44.680179595947266
2017-09-20,45.06010818481445
2017-09-21,44.984134674072266
2017-09-22,45.335567474365234
2017-09-25,45.459041595458984
2017-09-26,46.07644271850586
2017-09-27,46.845802307128906
2017-09-28,46.522865295410156
2017-09-29,46.579856872558594
2017-10-02,47.4442138671875
2017-10-03,47.349220275878906
2017-10-04,47.21567916870117
2017-10-05,46.97721481323242
2017-10-06,47.110755920410156
2017-10-09,47.21567916870117
2017-10-10,47.2347526550293
2017-10-11,47.00584030151367
2017-10-12,46.853214263916016
2017-10-13,46.94860076904297
2017-10-16,47.311065673828125
2017-10-17,47.454139709472656
2017-10-18,47.28245162963867
2017-10-19,47.30152893066406
2017-10-20,47.291988372802734
2017-10-23,46.96767807006836
2017-10-24,47.2252082824707
2017-10-25,46.776912689208984
2017-10-26,47.00584030151367
2017-10-27,47.07259750366211
2017-10-30,46.385833740234375
2017-10-31,53.167720794677734
2017-11-01,54.92280960083008
2017-11-02,55.68588638305664
2017-11-03,56.296348571777344
2017-11-06,55.79081344604492
2017-11-07,55.21849060058594
2017-11-08,54.88465118408203
2017-11-09,54.61756896972656
2017-11-10,54.65572738647461
2017-11-13,54.23603439331055
2017-11-14,54.32188415527344
2017-11-15,54.36003494262695
2017-11-16,55.18034362792969
2017-11-17,55.32341384887695
2017-11-20,55.466495513916016
2017-11-21,55.62865447998047
2017-11-22,55.26618576049805
2017-11-24,55.41880416870117
2017-11-27,55.78126525878906
2017-11-28,56.964054107666016
2017-11-29,56.99266052246094
2017-11-30,57.202510833740234
2017-12-01,57.431434631347656
2017-12-04,58.10866928100586
2017-12-05,57.59358215332031
2017-12-06,57.374210357666016
2017-12-07,57.64128112792969
2017-12-08,57.088050842285156
2017-12-11,56.31542205810547
2017-12-12,55.73357391357422
2017-12-13,55.91480255126953
2017-12-14,53.759098052978516
2017-12-15,54.83695983886719
2017-12-18,55.87666320800781
2017-12-19,55.12311553955078
2017-12-20,55.47603225708008
2017-12-21,55.409263610839844
2017-12-22,54.99911117553711
2017-12-26,55.065879821777344
2017-12-27,55.04680252075195
2017-12-28,55.142181396484375
2017-12-29,54.76064682006836
2018-01-02,54.76064682006836
2018-01-03,54.99998474121094
2018-01-04,54.57874298095703
2018-01-05,55.507381439208984
2018-01-08,55.593544006347656
2018-01-09,55.40207290649414
2018-01-10,55.31591033935547
2018-01-11,56.407291412353516
2018-01-12,56.388145446777344
2018-01-16,56.388145446777344
2018-01-17,55.75629806518555
2018-01-18,56.27326583862305
2018-01-19,56.94341278076172
2018-01-22,56.82852554321289
2018-01-23,56.742374420166016
2018-01-24,57.173187255859375
2018-01-25,57.85289764404297
2018-01-26,57.69972229003906
2018-01-29,57.20189666748047
2018-01-30,56.512603759765625
2018-01-31,56.23497009277344
2018-02-01,56.550899505615234
2018-02-02,55.785003662109375
2018-02-05,53.937320709228516
2018-02-06,54.894683837890625
2018-02-07,55.29676818847656
2018-02-08,53.98519515991211
2018-02-09,53.449073791503906
2018-02-12,53.98519515991211
2018-02-13,53.774566650390625
2018-02-14,54.72235870361328
2018-02-15,54.99998474121094
2018-02-16,55.14358901977539
2018-02-20,54.60746765136719
2018-02-21,54.99998474121094
2018-02-22,55.507381439208984
2018-02-23,56.177528381347656
2018-02-26,56.06264114379883
2018-02-27,54.52130889892578
2018-02-28,52.9608268737793
2018-03-01,53.37248229980469
2018-03-02,53.200157165527344
2018-03-05,53.49694061279297
2018-03-06,53.583099365234375
2018-03-07,54.329837799072266
2018-03-08,55.06700134277344
2018-03-09,55.82330322265625
2018-03-12,56.6179084777832
2018-03-13,56.713653564453125
2018-03-14,56.053070068359375
2018-03-15,55.430789947509766
2018-03-16,55.5648193359375
2018-03-19,55.737144470214844
2018-03-20,56.19668197631836
2018-03-21,55.84245681762695
2018-03-22,54.7797966003418
2018-03-23,53.80329895019531
2018-03-26,55.05743408203125
2018-03-27,54.425575256347656
2018-03-28,54.56917190551758
2018-03-29,55.13401412963867
2018-04-02,53.07569885253906
2018-04-03,54.176666259765625
2018-04-04,55.166412353515625
2018-04-05,55.78139877319336
2018-04-06,54.59946060180664
2018-04-09,54.05174255371094
2018-04-10,54.59946060180664
2018-04-11,54.17666244506836
2018-04-12,54.2535400390625
2018-04-13,54.099788665771484
2018-04-16,54.86851501464844
2018-04-17,55.23367691040039
2018-04-18,55.02227020263672
2018-04-19,53.94602966308594
2018-04-20,53.801910400390625
2018-04-23,53.715423583984375
2018-04-24,53.17730712890625
2018-04-25,53.06199645996094
2018-04-26,53.42713928222656
2018-04-27,52.9851188659668
2018-04-30,52.54309844970703
2018-05-01,56.550140380859375
2018-05-02,56.30030059814453
2018-05-03,56.290687561035156
2018-05-04,56.63661193847656
2018-05-07,57.20356369018555
2018-05-08,58.183692932128906
2018-05-09,57.84737777709961
2018-05-10,58.56806182861328
2018-05-11,59.413673400878906
2018-05-14,57.98191452026367
2018-05-15,57.9434700012207
2018-05-16,58.904380798339844
2018-05-17,59.55781936645508
2018-05-18,60.40342712402344
2018-05-21,61.01840591430664
2018-05-22,59.903751373291016
2018-05-23,60.259281158447266
2018-05-24,60.259281158447266
2018-05-25,60.9127082824707
2018-05-29,61.16255569458008
2018-05-30,61.44121551513672
2018-05-31,60.83583068847656
2018-06-01,61.22019958496094
2018-06-04,62.133079528808594
2018-06-05,62.72885513305664
2018-06-06,62.57509994506836
2018-06-07,63.44953536987305
2018-06-08,64.27591705322266
2018-06-11,64.37202453613281
2018-06-12,64.57381439208984
2018-06-13,63.72819900512695
2018-06-14,63.77626037597656
2018-06-15,63.41109085083008
2018-06-18,62.18112564086914
2018-06-19,62.87298583984375
2018-06-20,62.61355209350586
2018-06-21,61.37395095825195
2018-06-22,60.3265495300293
2018-06-25,59.932579040527344
2018-06-26,60.364990234375
2018-06-27,59.259925842285156
2018-06-28,59.61546325683594
2018-06-29,59.759605407714844
2018-07-02,61.06645584106445
2018-07-03,61.30752182006836
2018-07-05,61.866790771484375
2018-07-06,62.08857345581055
2018-07-09,61.94392395019531
2018-07-10,61.481082916259766
2018-07-11,61.32680892944336
2018-07-12,61.905357360839844
2018-07-13,62.42606735229492
2018-07-16,60.4686164855957
2018-07-17,60.66147232055664
2018-07-18,60.73861312866211
2018-07-19,60.74825668334961
2018-07-20,60.56504440307617
2018-07-23,60.21791076660156
2018-07-24,59.28257369995117
2018-07-25,57.749412536621094
2018-07-26,58.81973648071289
2018-07-27,57.913333892822266
2018-07-30,57.8554801940918
2018-07-31,70.35226440429688
2018-08-01,70.1979751586914
2018-08-02,70.87295532226562
2018-08-03,71.1043701171875
2018-08-06,71.28758239746094
2018-08-07,70.92118072509766
2018-08-08,70.18834686279297
2018-08-09,69.75442504882812
2018-08-10,70.1112060546875
2018-08-13,69.08907318115234
2018-08-14,70.22691345214844
2018-08-15,69.55192565917969
2018-08-16,70.26547241210938
2018-08-17,70.59332275390625
2018-08-20,70.41011047363281
2018-08-21,71.43223571777344
2018-08-22,71.81793975830078
2018-08-23,71.64437103271484
2018-08-24,72.05900573730469
2018-08-27,73.04254150390625
2018-08-28,73.04254150390625
2018-08-29,73.8910903930664
2018-08-30,74.19000244140625
2018-08-31,74.02607727050781
2018-09-04,73.50537872314453
2018-09-05,74.71070861816406
2018-09-06,74.03572082519531
2018-09-07,73.98751831054688
2018-09-10,74.6721420288086
2018-09-11,74.89390563964844
2018-09-12,74.864990234375
2018-09-13,74.11287689208984
2018-09-14,74.98070526123047
2018-09-17,73.84288024902344
2018-09-18,73.24504089355469
2018-09-19,72.41576385498047
2018-09-20,72.75326538085938
2018-09-21,70.9404525756836
2018-09-24,70.8536605834961
2018-09-25,70.0919189453125
2018-09-26,70.3619155883789
2018-09-27,69.97620391845703
2018-09-28,69.87013244628906
2018-10-01,69.35906982421875
2018-10-02,68.72266387939453
2018-10-03,68.98381042480469
2018-10-04,68.79039001464844
2018-10-05,68.19068145751953
2018-10-08,67.83280181884766
2018-10-09,67.05900573730469
2018-10-10,66.15946960449219
2018-10-11,64.91172790527344
2018-10-12,64.59253692626953
2018-10-15,61.12980651855469
2018-10-16,62.34852981567383
2018-10-17,60.810611724853516
2018-10-18,58.963172912597656
2018-10-19,57.54132843017578
2018-10-22,57.531654357910156
2018-10-23,56.535396575927734
2018-10-24,55.074859619140625
2018-10-25,55.49076843261719
2018-10-26,54.030235290527344
2018-10-29,53.314476013183594
2018-10-30,53.923831939697266
2018-10-31,55.21027374267578
2018-11-01,56.709495544433594
2018-11-02,56.22587203979492
2018-11-05,56.6611442565918
2018-11-06,57.35755157470703
2018-11-07,57.69609069824219
2018-11-08,56.92229080200195
2018-11-09,56.32260513305664
2018-11-12,55.887351989746094
2018-11-13,55.94537353515625
2018-11-14,56.34194564819336
2018-11-15,56.332275390625
2018-11-16,55.926025390625
2018-11-19,55.084529876708984
2018-11-20,53.33382034301758
2018-11-21,54.24302673339844
2018-11-23,54.175315856933594
2018-11-26,54.900753021240234
2018-11-27,54.59123611450195
2018-11-28,55.887351989746094
2018-11-29,55.86799240112305
2018-11-30,56.58375930786133
2018-12-03,57.14475631713867
2018-12-04,54.513851165771484
2018-12-06,55.461753845214844
2018-12-07,53.420867919921875
2018-12-10,53.08232879638672
2018-12-11,52.24083709716797
2018-12-12,52.86954879760742
