,Date,Adj Close,daily_return
0,2017-01-03,4.960000038146973,
1,2017-01-04,5.0,0.008064508376086854
2,2017-01-05,4.909999847412109,-0.018000030517578147
3,2017-01-06,4.900000095367432,-0.00203660944102646
4,2017-01-09,4.929999828338623,0.006122394364758144
5,2017-01-10,4.960000038146973,0.0060852354671296904
6,2017-01-11,4.980000019073486,0.004032254188043316
7,2017-01-12,4.949999809265137,-0.006024138492660258
8,2017-01-13,4.949999809265137,0.0
9,2017-01-17,4.809999942779541,-0.028282802400022677
10,2017-01-18,4.900000095367432,0.018711050656662342
11,2017-01-19,4.869999885559082,-0.0061224916784619055
12,2017-01-20,4.909999847412109,0.008213544721353827
13,2017-01-23,4.949999809265137,0.008146631995133324
14,2017-01-24,4.889999866485596,-0.012121201028581163
15,2017-01-25,4.929999828338623,0.008179951522529372
16,2017-01-26,4.820000171661377,-0.022312304362557156
17,2017-01-27,4.800000190734863,-0.004149373488428698
18,2017-01-30,4.789999961853027,-0.0020833809342630794
19,2017-01-31,4.769999980926514,-0.004175361395781008
20,2017-02-01,4.769999980926514,0.0
21,2017-02-02,4.739999771118164,-0.006289352186228392
22,2017-02-03,4.849999904632568,0.023206780343041133
23,2017-02-06,4.940000057220459,0.018556732857236913
24,2017-02-07,4.909999847412109,-0.006072916894909852
25,2017-02-08,4.820000171661377,-0.01832987343129311
26,2017-02-09,4.949999809265137,0.026970878210353044
27,2017-02-10,4.900000095367432,-0.010100952691779574
28,2017-02-13,4.960000038146973,0.012244886043219827
29,2017-02-14,4.949999809265137,-0.0020161751622832513
30,2017-02-15,4.949999809265137,0.0
31,2017-02-16,4.96999979019165,0.004040400342860462
32,2017-02-17,5.110000133514404,0.028169084352688722
33,2017-02-21,5.150000095367432,0.007827780980020682
34,2017-02-22,5.170000076293945,0.0038834913701271123
35,2017-02-23,5.389999866485596,0.042553150279516894
36,2017-02-24,5.239999771118164,-0.02782933192635406
37,2017-02-27,5.25,0.0019084407096647826
38,2017-02-28,5.010000228881836,-0.04571424211774555
39,2017-03-01,5.139999866485596,0.02594803027240067
40,2017-03-02,5.190000057220459,0.009727663819775634
41,2017-03-03,5.150000095367432,-0.00770712165934917
42,2017-03-06,5.059999942779541,-0.017475757460441277
43,2017-03-07,5.110000133514404,0.0098814607312816
44,2017-03-08,5.079999923706055,-0.0058708823922705156
45,2017-03-09,5.099999904632568,0.003937004178520276
46,2017-03-10,5.019999980926514,-0.015686259843532002
47,2017-03-13,4.869999885559082,-0.029880497198676692
48,2017-03-14,4.869999885559082,0.0
49,2017-03-15,4.829999923706055,-0.008213544721353827
50,2017-03-16,5.230000019073486,0.08281575604260305
51,2017-03-17,5.070000171661377,-0.030592704938546822
52,2017-03-20,4.940000057220459,-0.025641047345037582
53,2017-03-21,4.760000228881836,-0.03643721179224069
54,2017-03-22,4.679999828338623,-0.016806806028663912
