Date,High,Low,Open,Close,Volume,Adj Close
2020-01-02,329.9800109863281,324.7799987792969,326.1000061035156,329.80999755859375,4485800,329.80999755859375
2020-01-03,329.8599853515625,325.5299987792969,326.7799987792969,325.8999938964844,3806900,325.8999938964844
2020-01-06,336.3599853515625,321.20001220703125,323.1199951171875,335.8299865722656,5663100,335.8299865722656
2020-01-07,336.70001220703125,330.29998779296875,336.4700012207031,330.75,4703200,330.75
2020-01-08,342.70001220703125,331.04998779296875,331.489990234375,339.260009765625,7104500,339.260009765625
2020-01-09,343.4200134277344,334.6099853515625,342.0,335.6600036621094,4709300,335.6600036621094
2020-01-10,338.5,327.2699890136719,337.1300048828125,329.04998779296875,4718300,329.04998779296875
2020-01-13,340.8500061035156,331.510009765625,331.79998779296875,338.9200134277344,6290000,338.9200134277344
2020-01-14,345.3800048828125,335.5199890136719,344.3999938964844,338.69000244140625,7199400,338.69000244140625
2020-01-15,343.1700134277344,336.6000061035156,338.67999267578125,339.07000732421875,5158000,339.07000732421875
2020-01-16,343.55999755859375,335.8500061035156,343.5,338.6199951171875,5016000,338.6199951171875
2020-01-17,341.57000732421875,337.3800048828125,341.0,339.6700134277344,6066500,339.6700134277344
2020-01-21,341.0,332.5899963378906,340.0,338.1099853515625,14350300,338.1099853515625
2020-01-22,336.29998779296875,323.6000061035156,332.54998779296875,326.0,21730000,326.0
2020-01-23,349.8800048828125,325.010009765625,326.0400085449219,349.6000061035156,18200300,349.6000061035156
2020-01-24,359.8500061035156,345.8800048828125,348.4599914550781,353.1600036621094,17939700,353.1600036621094
2020-01-27,351.8999938964844,341.0199890136719,345.95001220703125,342.8800048828125,7709500,342.8800048828125
2020-01-28,352.3999938964844,342.7799987792969,345.8800048828125,348.5199890136719,6821600,348.5199890136719
2020-01-29,349.3999938964844,338.54998779296875,349.0,343.1600036621094,7643500,343.1600036621094
2020-01-30,348.20001220703125,339.25,341.1000061035156,347.739990234375,5328100,347.739990234375
2020-01-31,347.3900146484375,340.9800109863281,347.3900146484375,345.0899963378906,5230000,345.0899963378906
2020-02-03,359.6300048828125,346.2799987792969,347.239990234375,358.0,6670600,358.0
2020-02-04,369.57000732421875,356.1000061035156,361.0,369.010009765625,7161500,369.010009765625
2020-02-05,375.25,362.29998779296875,375.1300048828125,369.6700134277344,6437000,369.6700134277344
2020-02-06,371.54998779296875,362.510009765625,369.6000061035156,366.95001220703125,3920400,366.95001220703125
2020-02-07,371.79998779296875,363.57000732421875,365.0400085449219,366.7699890136719,4385200,366.7699890136719
2020-02-10,374.79998779296875,362.5199890136719,365.0,371.07000732421875,5294100,371.07000732421875
2020-02-11,378.1099853515625,369.7200012207031,373.75,373.69000244140625,4772900,373.69000244140625
2020-02-12,380.6199951171875,375.8800048828125,377.17999267578125,380.010009765625,4624800,380.010009765625
2020-02-13,385.3699951171875,376.510009765625,376.9599914550781,381.3999938964844,4485400,381.3999938964844
2020-02-14,385.1499938964844,379.42999267578125,381.4700012207031,380.3999938964844,3736300,380.3999938964844
2020-02-18,389.5400085449219,379.19000244140625,379.29998779296875,387.7799987792969,5173900,387.7799987792969
2020-02-19,392.95001220703125,384.8999938964844,388.1199951171875,386.19000244140625,4896400,386.19000244140625
2020-02-20,389.70001220703125,376.67999267578125,386.55999755859375,386.0,4079400,386.0
2020-02-21,387.32000732421875,377.8999938964844,385.3299865722656,380.07000732421875,3930100,380.07000732421875
2020-02-24,372.82000732421875,361.0,364.760009765625,368.70001220703125,6936400,368.70001220703125
2020-02-25,375.6499938964844,357.7200012207031,372.0,360.0899963378906,6481200,360.0899963378906
2020-02-26,382.0,365.0,366.30999755859375,379.239990234375,8934100,379.239990234375
2020-02-27,391.55999755859375,370.6000061035156,371.4599914550781,371.7099914550781,10967700,371.7099914550781
2020-02-28,376.7699890136719,356.79998779296875,364.2099914550781,369.0299987792969,11168600,369.0299987792969
2020-03-02,381.3599853515625,364.5,373.1099853515625,381.04998779296875,6997900,381.04998779296875
2020-03-03,393.5199890136719,367.3999938964844,381.0299987792969,368.7699890136719,8364600,368.7699890136719
2020-03-04,384.010009765625,370.510009765625,377.7699890136719,383.7900085449219,5487300,383.7900085449219
2020-03-05,391.3999938964844,368.6400146484375,381.0,372.7799987792969,8747000,372.7799987792969
2020-03-06,371.30999755859375,356.8500061035156,367.70001220703125,368.9700012207031,8147200,368.9700012207031
2020-03-09,357.4700012207031,341.7200012207031,343.8599853515625,346.489990234375,7405500,346.489990234375
2020-03-10,364.5400085449219,347.8500061035156,356.42999267578125,364.1300048828125,7604400,364.1300048828125
2020-03-11,362.9800109863281,344.7900085449219,358.9200134277344,349.9200134277344,6036000,349.9200134277344
2020-03-12,335.7200012207031,307.32000732421875,326.5,315.25,12071600,315.25
2020-03-13,336.4200134277344,307.3900146484375,330.510009765625,336.29998779296875,9458200,336.29998779296875
2020-03-16,334.3500061035156,294.75,306.6300048828125,298.8399963378906,10559900,298.8399963378906
2020-03-17,322.8999938964844,290.25,306.19000244140625,319.75,10013900,319.75
2020-03-18,331.5799865722656,300.0,302.3999938964844,315.4700012207031,12593600,315.4700012207031
2020-03-19,348.510009765625,316.82000732421875,324.3299865722656,332.0299987792969,10616000,332.0299987792969
2020-03-20,350.489990234375,332.0,342.30999755859375,332.8299865722656,10853800,332.8299865722656
2020-03-23,366.1099853515625,340.8800048828125,347.8900146484375,360.2699890136719,13449400,360.2699890136719
2020-03-24,372.92999267578125,353.0299987792969,369.989990234375,357.32000732421875,11638700,357.32000732421875
2020-03-25,362.0,339.1700134277344,361.0199890136719,342.3900146484375,8767200,342.3900146484375
2020-03-26,363.8399963378906,341.7300109863281,344.0,362.989990234375,7229600,362.989990234375
2020-03-27,368.55999755859375,353.0,359.0899963378906,357.1199951171875,7948800,357.1199951171875
2020-03-30,377.79998779296875,361.1700134277344,363.0,370.9599914550781,8622000,370.9599914550781
2020-03-31,383.010009765625,366.44000244140625,367.92999267578125,375.5,9366500,375.5
2020-04-01,380.2300109863281,361.0199890136719,376.04998779296875,364.0799865722656,6672500,364.0799865722656
2020-04-02,370.989990234375,360.05999755859375,364.0799865722656,370.0799865722656,4592500,370.0799865722656
2020-04-03,370.8999938964844,357.510009765625,367.4700012207031,361.760009765625,4860800,361.760009765625
2020-04-06,380.2900085449219,361.7099914550781,365.2200012207031,379.9599914550781,8183900,379.9599914550781
2020-04-07,381.3299865722656,369.3399963378906,380.0,372.2799987792969,7046400,372.2799987792969
2020-04-08,378.3900146484375,368.30999755859375,374.010009765625,371.1199951171875,6908900,371.1199951171875
2020-04-09,372.1000061035156,363.0299987792969,371.05999755859375,370.7200012207031,7711300,370.7200012207031
2020-04-13,400.510009765625,367.70001220703125,371.30999755859375,396.7200012207031,11692900,396.7200012207031
2020-04-14,417.82000732421875,394.8500061035156,397.5,413.54998779296875,11581000,413.54998779296875
2020-04-15,434.9800109863281,412.25,413.0,426.75,13561200,426.75
2020-04-16,449.5199890136719,431.6099853515625,437.0,439.1700134277344,16128700,439.1700134277344
2020-04-17,432.0,414.70001220703125,431.0,422.9599914550781,12616300,422.9599914550781
2020-04-20,444.489990234375,430.55999755859375,435.1700134277344,437.489990234375,12655800,437.489990234375
2020-04-21,447.0,425.6000061035156,444.7699890136719,433.8299865722656,23177600,433.8299865722656
2020-04-22,433.0,413.0,429.7300109863281,421.4200134277344,21084800,421.4200134277344
2020-04-23,438.4100036621094,419.260009765625,419.260009765625,426.70001220703125,13952300,426.70001220703125
2020-04-24,427.1700134277344,415.8800048828125,425.0,424.989990234375,8658900,424.989990234375
2020-04-27,429.0,420.8399963378906,425.0,421.3800048828125,6277500,421.3800048828125
2020-04-28,421.0,402.9100036621094,419.989990234375,403.8299865722656,10101200,403.8299865722656
2020-04-29,415.8599853515625,393.6000061035156,399.5299987792969,411.8900146484375,9693100,411.8900146484375
2020-04-30,424.44000244140625,408.0,410.30999755859375,419.8500061035156,7954000,419.8500061035156
2020-05-01,427.9700012207031,411.7300109863281,415.1000061035156,415.2699890136719,8299900,415.2699890136719
2020-05-04,428.5400085449219,414.8699951171875,417.7799987792969,428.1499938964844,7799100,428.1499938964844
2020-05-05,431.0,421.55999755859375,427.55999755859375,424.67999267578125,6286300,424.67999267578125
2020-05-06,439.7699890136719,426.3900146484375,429.29998779296875,434.260009765625,6660700,434.260009765625
2020-05-07,438.8800048828125,430.6600036621094,436.8900146484375,436.5299987792969,5641900,436.5299987792969
2020-05-08,442.0,433.6400146484375,434.1400146484375,435.54998779296875,5049300,435.54998779296875
2020-05-11,444.8900146484375,435.55999755859375,436.3299865722656,440.5199890136719,5486000,440.5199890136719
2020-05-12,444.1700134277344,431.3599853515625,442.0,431.82000732421875,4598200,431.82000732421875
2020-05-13,447.0,427.2699890136719,435.69000244140625,438.2699890136719,7014600,438.2699890136719
2020-05-14,452.3800048828125,432.82000732421875,444.8999938964844,441.95001220703125,9007500,441.95001220703125
2020-05-15,455.0,437.510009765625,440.70001220703125,454.19000244140625,7244000,454.19000244140625
2020-05-18,456.3599853515625,443.3500061035156,451.1600036621094,452.5799865722656,7773500,452.5799865722656
2020-05-19,458.9700012207031,450.4700012207031,453.3999938964844,451.0400085449219,4810500,451.0400085449219
2020-05-20,455.80999755859375,444.0,454.25,447.6700134277344,5607300,447.6700134277344
2020-05-21,448.9599914550781,430.25,448.55999755859375,436.25,9117300,436.25
2020-05-22,439.0899963378906,427.17999267578125,437.0,429.32000732421875,5422300,429.32000732421875
2020-05-26,428.5,413.1400146484375,427.7699890136719,414.7699890136719,7881100,414.7699890136719
2020-05-27,420.0199890136719,397.8599853515625,410.3800048828125,419.8900146484375,10446300,419.8900146484375
2020-05-28,422.3699951171875,411.5,417.239990234375,413.44000244140625,5655100,413.44000244140625
2020-05-29,420.29998779296875,411.8500061035156,417.4599914550781,419.7300109863281,5254900,419.7300109863281
2020-06-01,426.7200012207031,415.9800109863281,418.8299865722656,425.9200134277344,3743700,425.9200134277344
2020-06-02,427.5899963378906,419.4599914550781,425.8699951171875,427.30999755859375,3494800,427.30999755859375
2020-06-03,427.1000061035156,418.04998779296875,426.95001220703125,421.9700012207031,4316000,421.9700012207031
2020-06-04,428.7099914550781,410.0299987792969,422.3900146484375,414.3299865722656,5410500,414.3299865722656
2020-06-05,420.239990234375,404.25,407.2900085449219,419.6000061035156,5099600,419.6000061035156
2020-06-08,420.79998779296875,406.5,416.0,419.489990234375,5851500,419.489990234375
2020-06-09,434.7300109863281,420.30999755859375,421.6499938964844,434.04998779296875,6797000,434.04998779296875
2020-06-10,439.69000244140625,430.54998779296875,436.0,434.4800109863281,4896900,434.4800109863281
2020-06-11,445.57000732421875,424.1600036621094,428.20001220703125,425.55999755859375,7462900,425.55999755859375
2020-06-12,434.05999755859375,412.45001220703125,429.0,418.07000732421875,6461100,418.07000732421875
2020-06-15,426.489990234375,415.4200134277344,421.3999938964844,425.5,4467900,425.5
2020-06-16,437.9599914550781,425.17999267578125,425.760009765625,436.1300048828125,5507900,436.1300048828125
2020-06-17,450.4599914550781,439.2200012207031,441.82000732421875,447.7699890136719,6529600,447.7699890136719
2020-06-18,452.760009765625,442.79998779296875,448.7300109863281,449.8699951171875,4277600,449.8699951171875
2020-06-19,453.9700012207031,445.6000061035156,449.1199951171875,453.7200012207031,5934500,453.7200012207031
2020-06-22,468.5899963378906,454.2099914550781,455.010009765625,468.0400085449219,6272100,468.0400085449219
2020-06-23,474.010009765625,464.5,466.5,466.260009765625,5948400,466.260009765625
2020-06-24,472.3599853515625,454.0,468.5400085449219,457.8500061035156,4826200,457.8500061035156
2020-06-25,467.010009765625,454.0,458.8599853515625,465.9100036621094,4134500,465.9100036621094
2020-06-26,468.0299987792969,442.239990234375,466.3900146484375,443.3999938964844,6804700,443.3999938964844
2020-06-29,447.6700134277344,432.1400146484375,445.2300109863281,447.239990234375,4844000,447.239990234375
2020-06-30,457.5899963378906,447.0,450.0199890136719,455.0400085449219,4198500,455.0400085449219
2020-07-01,488.2300109863281,454.0,454.0,485.6400146484375,9705900,485.6400146484375
2020-07-02,492.2799987792969,475.5299987792969,485.6400146484375,476.8900146484375,6351500,476.8900146484375
2020-07-06,499.5,479.79998779296875,480.7699890136719,493.80999755859375,7839000,493.80999755859375
2020-07-07,504.82000732421875,490.8299865722656,497.30999755859375,493.1600036621094,5669900,493.1600036621094
2020-07-08,505.1000061035156,493.80999755859375,498.5799865722656,502.7799987792969,5691700,502.7799987792969
2020-07-09,510.0,495.7799987792969,508.3999938964844,507.760009765625,5840500,507.760009765625
2020-07-10,555.8800048828125,511.2799987792969,519.72998046875,548.72998046875,21605600,548.72998046875
2020-07-13,575.3699951171875,520.9600219726562,567.97998046875,525.5,18399000,525.5
2020-07-14,525.5,490.489990234375,517.0800170898438,524.8800048828125,15083300,524.8800048828125
2020-07-15,529.0,510.17999267578125,516.2999877929688,523.260009765625,10066700,523.260009765625
2020-07-16,535.5399780273438,504.3599853515625,526.47998046875,527.3900146484375,24499000,527.3900146484375
2020-07-17,503.5899963378906,484.1400146484375,494.8699951171875,492.989990234375,24991400,492.989990234375
2020-07-20,504.5,484.20001220703125,489.1400146484375,502.4100036621094,11940300,502.4100036621094
2020-07-21,506.2200012207031,488.6099853515625,506.0,490.1000061035156,9113700,490.1000061035156
2020-07-22,497.20001220703125,487.20001220703125,492.19000244140625,489.82000732421875,6954100,489.82000732421875
2020-07-23,491.8999938964844,472.0199890136719,491.1300048828125,477.5799865722656,7722000,477.5799865722656
2020-07-24,487.1700134277344,467.5400085449219,468.7699890136719,480.45001220703125,7746200,480.45001220703125
2020-07-27,496.9200134277344,482.30999755859375,484.510009765625,495.6499938964844,7863100,495.6499938964844
2020-07-28,497.7900085449219,487.760009765625,496.0199890136719,488.510009765625,5986700,488.510009765625
2020-07-29,494.9200134277344,484.1300048828125,492.25,484.4800109863281,6611800,484.4800109863281
2020-07-30,488.3500061035156,477.510009765625,480.7099914550781,485.79998779296875,6608600,485.79998779296875
2020-07-31,494.79998779296875,484.5,488.2900085449219,488.8800048828125,5916300,488.8800048828125
2020-08-03,503.0899963378906,490.2300109863281,490.8599853515625,498.6199951171875,5873100,498.6199951171875
2020-08-04,510.44000244140625,498.6499938964844,498.6499938964844,509.6400146484375,5608000,509.6400146484375
2020-08-05,510.1000061035156,501.20001220703125,508.67999267578125,502.1099853515625,4308200,502.1099853515625
2020-08-06,510.82000732421875,498.70001220703125,504.1099853515625,509.0799865722656,3725900,509.0799865722656
2020-08-07,508.2900085449219,486.67999267578125,505.45001220703125,494.7300109863281,5910300,494.7300109863281
